user_id,K,K_limit,reward,handover_count,success
0,K0,5,3.592176932585412,4,True
1,K0,7,8.260405363361222,11,True
2,K0,9,11.07396877236411,15,True
3,K0,5,3.3227301323181493,5,True
4,K0,6,5.966620078504809,8,True
5,K0,8,9.064784955815224,14,True
6,K0,7,8.472769317935562,14,True
7,K0,6,4.587259009540132,8,True
8,K0,8,8.900914315236431,14,True
9,K0,9,10.979405277027023,17,True
10,K0,9,11.030132021979535,18,True
11,K0,7,7.123936197424469,12,True
12,K0,11,14.006486949599417,21,True
13,K0,5,3.561553302807516,7,True
14,K0,6,4.07442549094089,9,True
15,K0,10,12.655011282965578,21,True
16,K0,5,3.6227015907999007,8,True
17,K0,8,7.438341736556097,13,True
18,K0,4,2.332311211108385,4,True
19,K0,6,3.6634820511356025,8,True
20,K0,5,3.6246687756606533,8,True
21,K0,4,2.2145076995587822,4,True
22,K0,7,6.571705604793881,12,True
23,K0,6,4.611946148228998,9,True
24,K0,9,9.941721696421455,19,True
25,K0,9,9.586772657360003,18,True
26,K0,10,12.327457505109512,22,True
27,K0,7,6.020643008530206,12,True
28,K0,8,6.603174506583848,12,True
29,K0,9,9.808228801348951,17,True
30,K0,6,4.6720824237642695,11,True
31,K0,6,4.8375479911313635,9,True
32,K0,8,8.187608058992806,15,True
33,K0,7,5.010834668708163,11,True
34,K0,4,2.461690089394084,5,True
35,K0,9,9.642116930059242,16,True
36,K0,10,11.413016292585874,22,True
37,K0,7,5.769783190774268,12,True
38,K0,7,5.885330398328708,11,True
39,K0,7,6.425718961851404,12,True
40,K0,9,8.472115106277837,18,True
41,K0,6,4.496381785152954,8,True
42,K0,7,7.143766013293699,13,True
43,K0,7,5.369765163049155,12,True
44,K0,10,10.292274945027108,21,True
45,K0,6,5.576350474219165,10,True
46,K0,6,4.7120295092455695,10,True
47,K0,11,11.864307079674962,22,True
48,K0,6,5.18586878859366,9,True
49,K0,9,8.364968592092206,16,True
50,K0,7,5.471891517614788,11,True
51,K0,6,3.71037623591695,8,True
52,K0,5,3.519706853242015,7,True
53,K0,11,12.707753222586597,21,True
54,K0,10,9.633326292520097,20,True
55,K0,9,8.227409861287617,17,True
56,K0,7,5.296113706984653,11,True
57,K0,6,3.3156916439056894,7,True
58,K0,7,5.612438493320675,12,True
59,K0,4,2.123302275575352,4,True
60,K0,7,6.9663371500071705,11,True
61,K0,6,4.835716061058492,8,True
62,K0,6,4.191219951795742,8,True
63,K0,9,9.773343754243989,16,True
64,K0,9,9.668023947183334,18,True
65,K0,5,3.7324897274761213,8,True
66,K0,5,3.2495985646966976,7,True
67,K0,11,11.36986167036243,20,True
68,K0,8,6.90760078539064,15,True
69,K0,10,10.47887758378719,22,True
70,K0,6,5.346519413544484,10,True
71,K0,7,6.004423397349086,13,True
72,K0,10,10.335007869506029,22,True
73,K0,8,7.637111451838944,15,True
74,K0,7,5.982338200166411,13,True
75,K0,10,10.411201479827586,22,True
76,K0,6,5.164035208172977,11,True
77,K0,4,2.903141188745189,5,True
78,K0,6,4.642601341227919,10,True
79,K0,8,7.765302976634833,13,True
80,K0,8,6.643669966218694,15,True
81,K0,10,9.408541329458705,21,True
82,K0,6,5.310100646179144,11,True
83,K0,9,8.428082862854545,18,True
84,K0,9,8.078788386141339,18,True
85,K0,4,2.721505324081405,5,True
86,K0,10,10.051420884228502,20,True
87,K0,5,3.0427580187232115,7,True
88,K0,8,7.576782419095534,15,True
89,K0,7,6.372547501427515,13,True
90,K0,11,11.465912052673362,24,True
91,K0,8,6.158265193091605,14,True
92,K0,8,7.861371885027785,15,True
93,K0,7,6.664885382391494,14,True
94,K0,8,7.734751130836969,16,True
95,K0,11,11.343359254100251,23,True
96,K0,11,10.466487741372136,24,True
97,K0,8,6.803276876226776,14,True
98,K0,9,9.104208205587913,19,True
99,K0,4,2.031463196352381,4,True
100,K0,11,10.277073364814585,21,True
101,K0,9,9.423847190219847,20,True
102,K0,9,7.6042497871856485,19,True
103,K0,8,7.740374159630962,16,True
104,K0,5,2.4427037708123938,6,True
105,K0,5,2.549894333435895,5,True
106,K0,6,4.390820977092366,8,True
107,K0,11,11.051152112703429,25,True
108,K0,5,2.7047271262873402,7,True
109,K0,7,5.205278041670573,11,True
110,K0,10,9.805570111787397,22,True
111,K0,11,10.303835038380281,24,True
112,K0,8,7.539286764957454,15,True
113,K0,8,7.02706642958385,16,True
114,K0,9,7.904299821910914,20,True
115,K0,11,11.19086086300358,23,True
116,K0,5,3.4271749156809728,8,True
117,K0,5,3.2130847450020132,8,True
118,K0,8,6.647544815736105,14,True
119,K0,10,8.76770232761872,21,True
120,K0,10,8.839094609894028,15,True
121,K0,11,10.51924221822648,18,True
122,K0,5,3.6349497229909042,6,True
123,K0,11,10.90038893194584,21,True
124,K0,6,4.786834189385393,10,True
125,K0,6,4.8385824451605135,11,True
