user_id,K,avg_throughput
0,K0,108.24404749401928
1,K0,108.80029689658963
2,K0,83.08684211520954
3,K0,107.31756052657298
4,K0,87.97201394713436
5,K0,60.748457254849924
6,K0,70.51097876531492
7,K0,99.32009891013799
8,K0,73.424548843816
9,K0,71.75208976829441
10,K0,78.50731253894172
11,K0,66.58470096625551
12,K0,76.48530162703294
13,K0,98.41569620056784
14,K0,71.90661904660283
15,K0,81.5113556666734
16,K0,82.05234731914823
17,K0,110.06448345261433
18,K0,60.04157429357346
19,K0,81.39806347751906
20,K0,109.62533916133658
21,K0,74.82661164716941
22,K0,98.14237676148528
23,K0,98.19911144186055
24,K0,107.40324348424566
25,K0,59.14420765587993
26,K0,61.629925353176304
27,K0,68.1135786900383
28,K0,61.41535884173896
29,K0,72.02536245798741
30,K0,60.8229957662555
31,K0,109.91200894873222
32,K0,62.6241903813829
33,K0,64.10626988871871
34,K0,109.53440802052516
35,K0,84.3541231543222
36,K0,85.0142075057168
37,K0,71.55271860732725
38,K0,63.24416826486413
39,K0,108.2276681034367
40,K0,59.2209403436704
41,K0,62.3228269525826
42,K0,72.26281409403796
43,K0,73.93467935286485
44,K0,73.09908882590759
45,K0,72.08266955046422
46,K0,81.07902046685466
47,K0,76.20257534891357
48,K0,65.97223417151386
49,K0,108.411853243449
50,K0,84.5863444593452
51,K0,62.34650715634466
52,K0,61.88100232732209
53,K0,67.10504750599645
54,K0,75.53698793107901
55,K0,62.91094851887508
56,K0,83.17983542378315
57,K0,107.9197265530935
58,K0,84.29851548289035
59,K0,62.50940667832772
60,K0,81.0171662760535
61,K0,85.2795775842505
62,K0,67.55338919561879
63,K0,71.84126435164818
64,K0,76.99105554873269
65,K0,69.73880667609302
66,K0,80.90258795726425
67,K0,69.50009912344652
68,K0,108.06043174981222
69,K0,109.94618270223027
70,K0,107.86375932932576
71,K0,62.077124789353455
72,K0,61.20323593341947
73,K0,59.24322990573197
74,K0,74.13574478663324
75,K0,62.180901903947436
76,K0,83.47493006011891
77,K0,68.71925989380448
78,K0,108.46280896063848
79,K0,74.40168676570785
80,K0,70.70227331464872
81,K0,70.61263342395901
82,K0,62.75370400275578
83,K0,83.2171794070022
84,K0,109.55762458340008
85,K0,65.47703370310612
86,K0,63.77293651825091
87,K0,72.89630553760021
88,K0,108.54933548832686
89,K0,107.51814878499519
90,K0,99.2938830030548
91,K0,63.8181734147762
92,K0,59.77365321520371
93,K0,62.02082325423495
94,K0,69.8151766091092
95,K0,81.67877862079013
96,K0,59.87056072277437
97,K0,88.82481116708135
98,K0,110.1935451148588
99,K0,67.39117894602968
100,K0,59.04230405582879
101,K0,59.28074995892398
102,K0,74.06877572341726
103,K0,77.87687044580959
104,K0,80.45423690590958
105,K0,78.86707390276004
106,K0,98.28283648637138
107,K0,90.09693346849149
108,K0,112.43268388062022
109,K0,108.98134358158488
110,K0,58.7567177704078
111,K0,84.15590151480167
112,K0,109.43799178308805
113,K0,59.40183321336766
114,K0,73.41584812439241
115,K0,67.96808429537994
116,K0,107.16634443314406
117,K0,60.01094499995794
118,K0,110.1837436900124
119,K0,110.04294617127798
120,K0,60.45165165777333
121,K0,61.55138524320312
122,K0,111.06676994232443
123,K0,109.29093427843343
124,K0,62.17528453953472
125,K0,67.68011633851253
126,K0,58.827189528138504
127,K0,65.61835028334977
128,K0,70.9871849669627
129,K0,59.47063486019624
130,K0,70.68233647351282
131,K0,69.1178426269033
132,K0,64.38966456895686
133,K0,69.02920336067432
134,K0,84.23762581297333
135,K0,83.285649781223
136,K0,88.71704120220537
137,K0,65.12610489296236
138,K0,111.43782616361678
139,K0,108.68612836191677
140,K0,61.8474525154303
141,K0,59.04312268588593
142,K0,58.601077353176365
143,K0,62.35082720785069
144,K0,110.32310892635252
145,K0,109.09835050751613
146,K0,90.68797881783517
147,K0,83.45014857687345
148,K0,83.1619234332097
149,K0,66.79415727333163
150,K0,67.73210809896709
151,K0,62.4786205274259
152,K0,108.6370141510536
153,K0,66.0647972626185
154,K0,99.78858484880996
155,K0,95.90483634662931
156,K0,109.78483243066547
157,K0,59.452573988843994
158,K0,81.2966949969669
159,K0,66.1030059396358
160,K0,65.85262375394767
161,K0,84.98989126535909
162,K0,61.1725457983374
163,K0,82.63520792372346
164,K0,61.00965811907883
165,K0,59.55236440519828
166,K0,61.89923536484634
167,K0,81.84737697956118
168,K0,113.59598424128905
169,K0,61.34250451706634
170,K0,72.3896828573391
171,K0,85.49620121855757
172,K0,59.47715724109765
173,K0,96.76161565326488
174,K0,63.66674664280568
175,K0,112.2776337703596
176,K0,109.44306662175171
177,K0,64.6507251153828
178,K0,60.06382929824428
179,K0,98.55308894077298
180,K0,101.96283619731956
181,K0,77.2881340468767
182,K0,98.26736898621577
183,K0,67.16511595110376
184,K0,109.35364801429796
185,K0,80.62122453597435
186,K0,58.60354214437479
187,K0,59.88864545106174
188,K0,61.55763432668024
189,K0,96.36985762681797
190,K0,60.03440702431073
191,K0,59.57573631260904
192,K0,81.15518643557657
193,K0,71.76407641319707
194,K0,59.09861277644988
195,K0,82.74060522425243
196,K0,67.07240978683475
197,K0,107.5353749071255
198,K0,65.93315270701822
199,K0,65.87690875543062
200,K0,73.20078469458788
201,K0,89.63578109143693
202,K0,89.57928493791798
203,K0,66.77409404771691
204,K0,68.686831699729
205,K0,63.381120061793936
206,K0,65.58176558646531
207,K0,96.18060476362523
208,K0,69.84640872708198
209,K0,62.688538225586534
210,K0,73.24494434553682
211,K0,111.58183450007196
212,K0,66.58499707733112
213,K0,68.74614908373962
214,K0,70.14938672149435
215,K0,82.66055350925156
216,K0,67.3394143109734
217,K0,68.32858310224326
218,K0,96.94167020262101
219,K0,72.31117922487336
220,K0,97.85418408080209
221,K0,75.08700575264054
222,K0,73.53184838591575
223,K0,110.78378405684033
224,K0,111.33339661312785
225,K0,97.33477662604557
226,K0,82.5737238806918
227,K0,60.846053137578686
228,K0,62.59251107748299
229,K0,68.56514232324795
230,K0,74.70237577005861
231,K0,75.5056498606693
232,K0,58.7692677062457
233,K0,61.79183120392778
234,K0,75.54663004221848
235,K0,110.02508988087646
236,K0,110.00478461772762
237,K0,109.667923180378
238,K0,70.36462804561165
239,K0,79.038583349353
240,K0,66.23505887425924
241,K0,66.9812130743466
242,K0,66.11653107853823
243,K0,59.72007512694291
244,K0,84.83566558243065
245,K0,98.77707659616686
246,K0,109.64970873616701
247,K0,70.11088400334546
248,K0,68.6913449171374
249,K0,79.39769745069886
250,K0,74.89108979129453
251,K0,65.36200701004789
252,K0,109.12228451753363
253,K0,100.44935156978921
254,K0,61.42454262660984
255,K0,99.05909066778827
256,K0,109.5523725732584
257,K0,63.619725047908275
258,K0,74.3704394216093
259,K0,103.19424498626738
260,K0,69.60488484317425
261,K0,92.84891387799509
262,K0,62.10845064815673
263,K0,66.76542182936628
264,K0,87.04540649752886
265,K0,73.6716154035632
266,K0,74.75905542747725
267,K0,99.34410389372627
268,K0,58.622996989404484
269,K0,79.75627544992257
270,K0,111.95443938537483
271,K0,59.40652099231026
272,K0,59.56958810125938
273,K0,62.95295673014812
274,K0,65.59942899425403
275,K0,112.43253543778691
276,K0,64.2438981400962
277,K0,110.58224695586212
278,K0,66.36913147905894
279,K0,71.0141992068637
280,K0,66.00198212625978
281,K0,63.578224324631094
282,K0,61.56728552762053
283,K0,110.74655303385018
284,K0,73.70609184527088
285,K0,61.22719375244341
286,K0,67.82697771577814
287,K0,78.13745676626502
288,K0,100.19351274178473
289,K0,60.77758279542236
290,K0,58.960780526815974
291,K0,59.01036971053096
292,K0,110.84674527091052
293,K0,100.08044321950477
294,K0,78.06929360216508
295,K0,60.866872959510886
296,K0,65.16702299715634
297,K0,97.73133036834295
298,K0,68.95514578283331
299,K0,62.63808432975935
300,K0,75.22081517599112
301,K0,63.85887243773879
302,K0,96.76251180855718
303,K0,58.75358576401016
304,K0,78.77001437295321
305,K0,114.05329799368225
306,K0,108.23152663337981
307,K0,82.61280973486298
308,K0,99.89643215005125
309,K0,86.23975500954779
310,K0,63.84213817931506
311,K0,59.40281787382825
312,K0,97.73435264327759
313,K0,97.5548905927998
314,K0,74.14473568884902
315,K0,69.59412371428272
316,K0,66.57973849201252
317,K0,84.64490415495392
318,K0,88.79153231492619
319,K0,69.95960277752397
320,K0,67.40113658873038
321,K0,86.21549551635852
322,K0,65.69002463444818
323,K0,59.90324266730095
324,K0,78.36459011681526
325,K0,65.73894459745699
326,K0,73.4279038028693
327,K0,70.52520394456467
328,K0,70.51271396637875
329,K0,69.18641796454934
330,K0,80.35982930516896
331,K0,70.47436598443403
332,K0,89.71398630761531
333,K0,61.91642636232326
334,K0,78.96921909821428
335,K0,61.878713466746504
336,K0,61.98702678592101
337,K0,103.06566880741082
338,K0,83.96698820671185
339,K0,65.20118711613836
340,K0,60.92137845894175
341,K0,63.27695265535397
342,K0,63.02945786568932
343,K0,101.19868198903444
344,K0,71.69824085392858
345,K0,107.88069479280523
346,K0,107.21286314345514
347,K0,67.68451611844007
348,K0,62.87654789007376
349,K0,76.38641181044228
350,K0,82.43401142618349
351,K0,85.97267588900039
352,K0,89.34182849666252
353,K0,76.52389733314254
354,K0,100.29766463387136
355,K0,75.40446654675553
356,K0,62.666147031816635
357,K0,62.01907564677661
358,K0,110.80791743096144
359,K0,110.86922041775613
360,K0,59.8319896587862
361,K0,60.37081804446714
362,K0,88.98236365435542
363,K0,75.26866525115798
364,K0,83.37973426198265
365,K0,83.69644640836133
366,K0,109.76884423578973
367,K0,79.26685221089039
368,K0,73.625712845487
369,K0,62.58624239299507
370,K0,78.59820927722697
371,K0,66.86481895507866
372,K0,86.92004418312482
373,K0,67.39044079526725
374,K0,62.332892634268276
375,K0,81.78291035786836
376,K0,96.19428851876768
377,K0,62.09938890687913
378,K0,59.21258434420678
379,K0,65.57711170247474
380,K0,92.73168475106453
381,K0,95.19391041179534
382,K0,63.48184042669021
383,K0,70.33207738586496
384,K0,109.37223703420851
385,K0,98.34432977484661
386,K0,67.73700220892536
387,K0,62.290363696726075
388,K0,59.48998289874309
389,K0,87.47494457682704
390,K0,109.18459894175979
391,K0,73.1959292763689
392,K0,98.77651481744421
393,K0,63.101204320781854
394,K0,60.84940734035774
395,K0,63.354916031384924
396,K0,71.20138755493701
397,K0,62.09127030148145
398,K0,65.7817106701188
399,K0,64.97371686996146
400,K0,109.2921663549517
401,K0,96.76921593674957
402,K0,62.04487030483476
403,K0,82.2338058047757
404,K0,59.628482406439666
405,K0,62.07338993250001
406,K0,65.18142329479244
407,K0,70.82526318377825
408,K0,69.12120419489032
409,K0,109.12851767815381
410,K0,73.92792005672686
411,K0,110.90965049267419
412,K0,62.83544658868478
413,K0,66.73881859413116
414,K0,83.32078663985243
415,K0,80.55743197754241
416,K0,97.23611597945435
417,K0,73.67076124809823
418,K0,78.82389346673206
419,K0,61.75504159985309
420,K0,91.74921143284678
421,K0,61.234662471911584
422,K0,65.32308871991707
423,K0,63.948527958715424
424,K0,109.97800033706682
425,K0,107.64579305138011
426,K0,72.06224713707559
427,K0,64.79282521088352
428,K0,85.3519423575718
429,K0,74.50048335103392
430,K0,58.98757798675826
431,K0,59.33260335227286
432,K0,87.16055300220488
433,K0,68.8947894411096
434,K0,62.49640517968568
435,K0,62.427594644229785
436,K0,62.332029543497065
437,K0,73.93803135882712
438,K0,59.957661996664484
439,K0,80.95480123308441
440,K0,61.32400425814589
441,K0,101.33021645432517
442,K0,61.43478060422507
443,K0,63.36730405578923
444,K0,59.737863400232044
445,K0,59.48679874805809
446,K0,74.25164362667076
447,K0,73.57436053412054
448,K0,108.38828342629238
449,K0,72.5420153987298
450,K0,59.637549614027776
451,K0,65.97016164235527
452,K0,83.66429007585218
453,K0,61.47939239738792
454,K0,62.25554645793159
455,K0,64.64130490887598
456,K0,70.93011382455921
457,K0,90.60857538551082
458,K0,69.1315566658411
459,K0,62.632786220036365
460,K0,83.01085071286585
461,K0,61.22504037340118
462,K0,71.63728041237262
463,K0,75.62141500285256
464,K0,82.94906835637632
465,K0,76.5422139220729
466,K0,62.292651794171576
467,K0,59.86035960841557
468,K0,62.71862055978846
469,K0,84.86308793991655
470,K0,97.49869420867125
471,K0,110.12340231325828
472,K0,113.70350766961981
473,K0,71.85317001312856
474,K0,63.63038571642086
475,K0,96.58607234989863
476,K0,64.75713412135644
477,K0,73.91133284223282
478,K0,59.920169229220726
479,K0,59.49136830835953
480,K0,76.74359554283572
481,K0,71.60952728336676
482,K0,100.62558790314205
483,K0,82.45755040013994
484,K0,70.3499213917211
485,K0,108.71352729572895
486,K0,74.9743469546616
487,K0,111.24654951490791
488,K0,69.90893995918998
489,K0,111.2623250051071
490,K0,67.15450513105243
491,K0,110.39159703569581
492,K0,84.86948941159609
493,K0,90.82609214946348
494,K0,83.40195418188611
495,K0,62.65003500341853
496,K0,59.32960198592982
497,K0,100.07687167294677
498,K0,71.30307200224847
499,K0,59.30642632744062
500,K0,59.65361277697509
501,K0,62.29176881485372
502,K0,69.48234843823462
503,K0,67.1869427268272
504,K0,79.07103362146886
505,K0,99.95124654417845
506,K0,62.85089850336334
507,K0,76.40612204833313
508,K0,62.00827993920828
509,K0,109.02181605304628
510,K0,110.4675968747642
511,K0,66.24682491472204
512,K0,75.53343260131079
513,K0,62.48512069194072
514,K0,82.1390294919626
515,K0,111.47334412253214
516,K0,97.39310850641519
517,K0,77.97246811891549
518,K0,79.1068700705795
519,K0,62.64693881701139
520,K0,109.94437730532943
521,K0,84.53528442611895
522,K0,74.94119936322171
523,K0,61.88096190336406
524,K0,66.99239152968751
525,K0,97.02783658233575
526,K0,77.35307507617051
527,K0,68.61467570015483
