user_id,K,K_limit,reward,handover_count,success
0,K0,8,847.5477782536261,7,True
1,K0,9,1060.2959885086098,9,True
2,K0,10,1183.1199524751667,11,False
3,K0,7,426.46689724592767,3,True
4,K0,8,847.6233703498967,7,True
5,K0,12,1401.6758609656038,18,False
6,K0,10,1188.0594251492794,13,False
7,K0,8,741.7049459591103,6,True
8,K0,9,1078.8685019026602,11,False
9,K0,9,1078.8250431909046,11,False
10,K0,9,1078.9683953180895,10,False
11,K0,11,1297.0615034800169,16,False
12,K0,9,1078.8120954363735,10,False
13,K0,8,741.6500334885185,6,True
14,K0,10,1187.9147148792697,13,False
15,K0,8,952.867397838716,9,False
16,K0,8,952.8740725553341,9,False
17,K0,7,529.38474679448,4,True
18,K0,12,1401.9170307957727,20,False
19,K0,8,952.9405356356006,9,False
20,K0,6,320.90198183085255,2,True
21,K0,10,1188.0437232746349,13,False
22,K0,7,635.4783914666084,5,True
23,K0,7,635.4797891079344,5,True
24,K0,7,426.46416248927,3,True
25,K0,13,1510.3771444397437,22,False
26,K0,13,1510.3401597572163,21,False
27,K0,10,1187.948265302559,14,False
28,K0,12,1402.0246376668604,20,False
29,K0,10,1188.0218510629254,13,False
30,K0,13,1510.4382368052736,21,False
31,K0,7,426.4685322860216,3,True
32,K0,13,1510.3350263297398,21,False
33,K0,12,1401.9070119850942,18,False
34,K0,7,426.461284574095,3,True
35,K0,9,1060.3035477284204,9,True
36,K0,9,1060.2288228469881,9,True
37,K0,10,1187.9463109635826,13,False
38,K0,11,1297.0478113968884,18,False
39,K0,6,320.8981019735309,2,True
40,K0,12,1401.8995071644165,20,False
41,K0,13,1510.299529579661,21,False
42,K0,10,1187.948911662398,13,False
43,K0,9,1078.8946026458182,11,False
44,K0,9,1078.8683596650083,11,False
45,K0,9,1078.8266666203385,11,False
46,K0,9,1078.7739110227137,10,False
47,K0,10,1188.02440491439,13,False
48,K0,10,1188.098397987084,14,False
49,K0,7,529.3767357179673,4,True
50,K0,8,952.8623519578973,9,False
51,K0,11,1297.2627940993475,18,False
52,K0,13,1510.3985436248229,21,False
53,K0,11,1297.171040833283,16,False
54,K0,10,1188.022432941721,13,False
55,K0,12,1401.9093495322195,20,False
56,K0,8,952.8191200755375,9,False
57,K0,7,426.4822827771801,3,True
58,K0,9,1060.3034574138621,9,True
59,K0,12,1401.892169111883,20,False
60,K0,11,1323.8226330125456,15,False
61,K0,11,1326.767058057921,15,False
62,K0,12,1432.3689325140676,20,False
63,K0,9,1110.509869689378,11,False
64,K0,9,1110.5327319600544,10,False
65,K0,10,1215.8659423622746,14,False
66,K0,8,1003.7050996727104,9,False
67,K0,10,1215.7971484101517,14,False
68,K0,6,336.5539472812611,2,True
69,K0,7,445.8778010370032,3,True
70,K0,7,445.84221747948436,3,True
71,K0,12,1432.4335451639379,19,False
72,K0,11,1326.8172568731297,17,False
73,K0,13,1539.9402103587825,22,False
74,K0,10,1215.8485749671038,12,False
75,K0,11,1326.795377466758,17,False
76,K0,9,1110.480302599814,10,False
77,K0,11,1326.8292232839178,15,False
